title,url,label
Deadlift SLOW MO,https://www.youtube.com/watch?v=oC2i3AHg9a4,Deadlift
Lowering the Deadlift Properly,https://www.youtube.com/watch?v=ZdjUgBANxJk,Deadlift
Slow-motion deadlift- 180 kg,https://www.youtube.com/watch?v=klLX08tPNcY,Deadlift
4ct Pause Deadlift 145 Kg Single 📈🔥,https://www.youtube.com/watch?v=FYnjhTGvXZY,Deadlift
The slow motion Deadlift.. #deadlift #fitness #gym,https://www.youtube.com/watch?v=zCXybYAtQ6o,Deadlift
Deadlift and Kettlebell Swing Slow Motion,https://www.youtube.com/watch?v=c42uO3qO10s,Deadlift
19 y/o Karlos Nasar (89kg 🇧🇬) 223kg / 491lbs C&J World Record Slow Motion! #weightlifting,https://www.youtube.com/watch?v=OkHuRYF6AvM,unknown
Giulia Miserendino 110kg / 242lb Snatch Slow Motion #weightlifting #slowmotion #snatch #shorts,https://www.youtube.com/watch?v=pCTxUWW42uU,unknown
Li Dayin (89kg 🇨🇳) 180kg / 396lbs Snatch World Record! #weightlifting #weightlifting #slowmotion,https://www.youtube.com/watch?v=nw8ESxEC-qI,unknown
Expression less 200kg deadlift in slow motion 🔥#viral #trending #deadlift #youtubeshorts #shortvideo,https://www.youtube.com/watch?v=mMCh3eDzyeA,Deadlift
Xiang Feiyang(81kg) 169kg Snatch Slow-Motion,https://www.youtube.com/watch?v=hhNuPM084qU,unknown
Deadlift #exercise #motivation #fyp #explore,https://www.youtube.com/watch?v=JW3il2Q3R5M,Deadlift
180KGs deadlift PR,https://www.youtube.com/watch?v=DSRv2xDt1hE,Deadlift
COMPOUND EXERCISES - How to do a Dumbbell Deadlift,https://www.youtube.com/watch?v=plb5jEO4Unw,Deadlift
Smith Machine Deadlift: Proper Form #fitnesstips #deadlift #workout #gym,https://www.youtube.com/watch?v=neXYBxOY1JQ,Deadlift
Technique Tips ✅ Romanian Deadlift ! #shorts,https://www.youtube.com/watch?v=_TchJLlBO-4,Deadlift
10-Steps to Perform a Perfect DEADLIFT‼️ #training #gym #bodybuilding,https://www.youtube.com/watch?v=2T9tKXwYh8k,Deadlift
How To Perfect Your Deadlift | Form Check | Men's Health #shorts #viral #gym #motivational #videos,https://www.youtube.com/watch?v=WPN6vUeO6O0,Deadlift
FUNCTIONAL FORM CHECK: SUMO DEADLIFT,https://www.youtube.com/watch?v=yo42kZxApoY,Deadlift
FORM CHECK DEADLIFT 200lbs/91kg @8reps,https://www.youtube.com/watch?v=R4aRNc9xu_o,Deadlift
Deadlift Form Check - Do You Hit All These Points of Performance?,https://www.youtube.com/watch?v=L72w9477Z30,Deadlift
Deadlift Form Check 11/6/14 - First Time Deadlifting,https://www.youtube.com/watch?v=VvkIyQr0FTA,Deadlift
Check the correct form .  #fitness,https://www.youtube.com/watch?v=mwMgZ1RDFvo,unknown
Deadlift Form Check ✅ Are You Nailing Your Technique Or Constantly Injuring Yourself? 🏋️‍♀️,https://www.youtube.com/watch?v=vlT3zfCDzGI,Deadlift
150kg deadlift form check,https://www.youtube.com/watch?v=SrZUOlUhjbI,Deadlift
Trap bar Deadlift form check 40kgX6,https://www.youtube.com/watch?v=EifZgeFCMu8,Deadlift
Deadlift form check - Conventional vs. Sumo styles during deload week,https://www.youtube.com/watch?v=vt1lABKj9AA,Deadlift
150Kg deadlift form check #fitness #deadlift,https://www.youtube.com/watch?v=c-ZzwJTBKN8,Deadlift
"Deadlift Form Check 6'3, 200, 5 reps of 290lb",https://www.youtube.com/watch?v=Jj52VCxaD6Q,Deadlift
